name,place,type,rating,votes,noOfReviews,url,page,Cuisines:,Cost for two:,Hours:,Discount:,Featured in:,Freebie:,Today:,Special:,Promotions:,Upcoming:
Spice 6 - The Global Cuisine,Banjara Hills,Casual Dining,4.1,450 votes,263 reviews,https://www.zomato.com/hyderabad/spice-6-the-global-cuisine-banjara-hills,4,"North Indian, Mughlai, Chinese, Lebanese","₹1,100",11 AM to 11 PM (Mon-Sun),,,,,,,
Tim Tai,Kondapur,Casual Dining,3.9,675 votes,402 reviews,https://www.zomato.com/hyderabad/tim-tai-kondapur,4,"Chinese, Thai, Asian","₹1,700","12 Noon to 3:30 PM, 7 PM to 11:30 PM (Mon-Sun)",,Pan-Asian delicacies,,,,,
Ohri's Gufaa,Basheer Bagh,Casual Dining,3.7,361 votes,179 reviews,https://www.zomato.com/hyderabad/ohris-gufaa-basheer-bagh,4,North Indian,₹900,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",Get 10% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Angaara Kababs on Charcoal,Kondapur,Casual Dining,3.6,1166 votes,545 reviews,https://www.zomato.com/hyderabad/angaara-kababs-on-charcoal-kondapur,4,"North Indian, Mughlai, Chinese",₹450,12 Noon to 11 PM (Mon-Sun),,"Pocket friendly, Barbecue & grill",,,,,
Hitech Bawarchi,Madhapur,Casual Dining,2.6,359 votes,155 reviews,https://www.zomato.com/hyderabad/hitech-bawarchi-madhapur,4,"Biryani, North Indian, Chinese",₹550,12 Noon to 11 PM (Mon-Sun),,,,,,,
Mayabazar Restaurant,Karkhana,Casual Dining,3.8,686 votes,361 reviews,https://www.zomato.com/hyderabad/mayabazar-restaurant-karkhana-secunderabad,4,"North Indian, Chinese",₹500,11:30 AM to 10:30 PM (Mon-Sun),,,,,,,
Lazzio - The Pizzeria,"Accor Blue, Madhapur",Casual Dining,3.7,343 votes,208 reviews,https://www.zomato.com/hyderabad/lazzio-the-pizzeria-madhapur,4,"Pizza, Fast Food",₹600,11 AM to 11 PM (Mon-Sun),Get 15% off all home-delivery. Valid only when you order online on Zomato.,"Great Italian, Veggie friendly",,,,,
The Moonshine Project,Jubilee Hills,BarLounge,3.8,338 votes,217 reviews,https://www.zomato.com/hyderabad/the-moonshine-project-jubilee-hills,4,"American, Chinese, Continental, Indian, Mexican","₹1,350",12 Noon to 12 Midnight (Mon-Sun),,"Happy hours, Rooftops, Beer in a bar, Football screenings, Karaoke bars, Best bars & pubs",,Moonshine - All new 99 Menu - Offers on Alcohol & Food,,,
Komatose - Holiday Inn Express & Suites,Holiday Inn Express & Suites,LoungeBar,4.3,257 votes,127 reviews,https://www.zomato.com/hyderabad/komatose-holiday-inn-express-suites-gachibowli,4,"North Indian, Chinese, Japanese","₹1,900",1 PM to 11 PM (Mon-Sun),,Best bars & pubs,,"WHAT!!!!  ""A SATURDAY DRUNCH""","""A Saturday Drunch"", can you believe it?  A blast from the past, with a twist and glimpse of the future, Saturday Drunch it is",,
Pizza Hut,Banjara Hills,Quick Bites,4.0,626 votes,477 reviews,https://www.zomato.com/hyderabad/pizza-hut-banjara-hills,4,"Pizza, Fast Food",₹750,11 AM to 11 PM (Mon-Sun),,,,,,,
4 Seasons,Tolichowki,Casual Dining,3.7,893 votes,413 reviews,https://www.zomato.com/hyderabad/4-seasons-tolichowki,4,"Mughlai, North Indian, Seafood",₹900,12:30 PM to 11:30 PM (Mon-Sun),,Legendary outlets,,,,,
Shanghai Chef 2,Gachibowli,Casual Dining,3.3,554 votes,304 reviews,https://www.zomato.com/hyderabad/shanghai-chef-2-gachibowli,4,"Chinese, Thai, Indonesian, Asian",₹900,12 Noon to 11 PM (Mon-Sun),,,,,,,
WOFL,Banjara Hills,Casual DiningCafé,3.8,772 votes,451 reviews,https://www.zomato.com/wofl,4,"American, Desserts, Cafe",₹700,"8 AM to 11 PM (Mon-Sat),8:30 AM to 11 PM (Sun)",,Great breakfasts,,,,,
Ohri's Nautanki Gali,Hitech City,Casual Dining,3.7,2326 votes,1249 reviews,https://www.zomato.com/hyderabad/ohris-nautanki-gali-hitech-city,4,"North Indian, Mughlai, Chinese, Continental","₹1,100",11 AM to 11 PM (Mon-Sun),,,,,,,
So. The Sky Kitchen,Film Nagar,Casual Dining,3.8,765 votes,359 reviews,https://www.zomato.com/hyderabad/so-the-sky-kitchen-film-nagar,4,"North Indian, Chinese, Thai, Asian, Mughlai","₹1,450",12 Noon to 12 Midnight (Mon-Sun),,,,,,"15% off on Axis Bank Credit & Debit Cards   [T&C]
                                                    
                                                                                                                                                                    
                                                                                                                        
                                                                                                                                                                                                                                                                                     
                                                                            
                                                    Save 15% on ICICI Bank Credit & Debit Cards   [T&C]",
Eat India Company,Jubilee Hills,Casual Dining,4.1,1002 votes,536 reviews,https://www.zomato.com/hyderabad/eat-india-company-jubilee-hills,4,"North Indian, Mughlai","₹1,700","11 AM to 3 PM, 7 PM to 12 Midnight (Mon-Sun)",,Regional favorites,,,,,
Khaan Saab,"GVK One Mall, Banjara Hills",Fine Dining,4.0,1609 votes,682 reviews,https://www.zomato.com/hyderabad/khaan-saab-banjara-hills,4,"North Indian, Mughlai","₹1,400","12 Noon to 3:30 PM, 7:30 PM to 11:30 PM (Mon-Sun)",,Regional favorites,,,,,
Rendezvous,Gachibowli,Casual DiningBar,3.3,393 votes,237 reviews,https://www.zomato.com/hyderabad/rendezvous-gachibowli,4,"Chinese, Continental, North Indian",₹800,"12:30 PM to 12 Midnight (Mon-Sat),12:30 PM to 11:55...",,Happy hours,,Every day is a fun day at RENDEZVOUS !!!,,,
WOK Republic,Banjara Hills,Casual Dining,4.1,254 votes,183 reviews,https://www.zomato.com/hyderabad/wok-republic-banjara-hills,4,"Chinese, Japanese, Thai",₹550,11 AM to 11 PM (Mon-Sun),,Pan-Asian delicacies,,,,,
N Grill,Jubilee Hills,Casual DiningBar,3.9,584 votes,223 reviews,https://www.zomato.com/hyderabad/n-grill-jubilee-hills,4,"Italian, European, Asian, Mediterranean","₹1,500","12 Noon to 3:15 PM, 7 PM to 11 PM (Mon-Sun)",,"Sunday brunches, Great Italian",,Sunday Brunch,,,
Jalpaan,Begumpet,Casual Dining,3.7,676 votes,330 reviews,https://www.zomato.com/hyderabad/jalpaan-begumpet,4,"North Indian, Chinese, Continental","₹1,200","12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,Veggie friendly,,,,,
Vera Pizzeria,Madhapur,Casual Dining,4.3,209 votes,149 reviews,https://www.zomato.com/hyderabad/vera-pizzeria-madhapur,4,"Pizza, Italian",₹650,11 AM to 11 PM (Mon-Sun),,,,,,,
The Gallery Cafe,Banjara Hills,Café,4.0,387 votes,237 reviews,https://www.zomato.com/hyderabad/the-gallery-cafe-banjara-hills,4,"Cafe, Continental",₹800,11:30 AM to 10:30 PM (Mon-Sun),,Veggie friendly,,,,,
Conçu,Jubilee Hills,BakeryDessert Parlor,4.9,889 votes,468 reviews,https://www.zomato.com/hyderabad/conçu-jubilee-hills,4,"Bakery, Desserts",₹600,12 Noon to 8 PM (Mon-Sun),,"Diwali Specials, Best bakeries",,,,,
Sahib’s Barbeque by Ohri’s,Ohri' Hitech City,Casual Dining,4.1,215 votes,188 reviews,https://www.zomato.com/hyderabad/sahib-s-barbeque-by-ohri-s-hitech-city,4,"Hyderabadi, Awadhi","₹1,400","12 Noon to 2:45 PM, 7 PM to 11:30 PM (Mon-Sun)",,Barbecue & grill,,,,,
Ohri's @ Boulder Hills,Gachibowli,Casual Dining,2.6,303 votes,197 reviews,https://www.zomato.com/hyderabad/ohris-boulder-hills-gachibowli,4,"Continental, North Eastern, Fast Food","₹1,200",7 AM to 11:30 PM (Mon-Sun),Get 10% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Simply South,Film Nagar,Casual Dining,4.1,568 votes,349 reviews,https://www.zomato.com/hyderabad/simply-south-1-film-nagar,4,"Andhra, Kerala, Chettinad, Mangalorean, Hyderabadi, South Indian","₹1,000","12 Noon to 3:15 PM, 7 PM to 10:30 PM (Mon-Sun)",,Regional favorites,,,,,
Coastal Spices,Gachibowli,Casual Dining,3.5,291 votes,171 reviews,https://www.zomato.com/hyderabad/coastal-spices-gachibowli,4,"Seafood, South Indian, Oriya, North Indian, Chinese, Hyderabadi, Andhra",₹800,"12 Noon to 3:30 PM, 7 PM to 10:30 PM (Mon-Sun)",Get 15% off on all dine-in and home-delivery orders. Offer on home-delivery only applicable when you order online on Zomato.,,,,,,
Yum Yum Tree,Madhapur,Casual Dining,3.9,144 votes,121 reviews,https://www.zomato.com/hyderabad/yum-yum-tree-madhapur,4,"Fast Food, Arabian",₹350,12 Noon to 12 Midnight (Mon-Sun),,Mandi,,,,,
Chef Inam's Steak House,Banjara Hills,Casual Dining,4.0,562 votes,309 reviews,https://www.zomato.com/hyderabad/chef-inams-steak-house-banjara-hills,5,"Steak, American","₹2,000",11 AM to 11:30 PM (Mon-Sun),,Barbecue & grill,,,,15% off on Axis Bank Credit & Debit Cards   [T&C],
Olive Bistro,Jubilee Hills,Casual DiningBar,4.5,2074 votes,911 reviews,https://www.zomato.com/hyderabad/olive-bistro-jubilee-hills,5,"Mediterranean, Italian, European","₹2,000",12 Noon to 11 PM (Mon-Sun),,"Sunday brunches, Great Italian, Football screenings, Best bars & pubs",,,,15% off on Axis Bank Credit & Debit Cards   [T&C],
Dine Hill,Masab Tank,Casual Dining,3.9,781 votes,315 reviews,https://www.zomato.com/hyderabad/dine-hill-1-masab-tank,5,"Arabian, North Indian, Chinese, Biryani",₹750,11 AM to 12 Midnight (Mon-Sun),,Mandi,,,,,
The VUE - Lounge,Banjara Hills,Café,3.8,661 votes,275 reviews,https://www.zomato.com/hyderabad/the-vue-lounge-banjara-hills,5,"Cafe, Continental, Italian, North Indian, Chinese",₹950,9 AM to 1 AM (Mon-Sun),,Karaoke bars,,,,15% off on Axis Bank Credit & Debit Cards   [T&C],
Beyond Coffee,Jubilee Hills,Café,3.8,743 votes,297 reviews,https://www.zomato.com/hyderabad/beyond-coffee-jubilee-hills,5,"Cafe, Italian, American, Continental",₹850,7 AM to 11 PM (Mon-Sun),,Great breakfasts,,,,,
Bowl o' China,Begumpet,Casual Dining,3.7,351 votes,153 reviews,https://www.zomato.com/hyderabad/bowl-o-china-begumpet,5,"Chinese, Seafood",₹700,11:30 AM to 11 PM (Mon-Sun),,,,,,,
36 Chhattees BBQ,Jubilee Hills,Casual DiningBar,2.6,1270 votes,553 reviews,https://www.zomato.com/hyderabad/36-chhattees-bbq-jubilee-hills,5,"North Indian, Chinese, Andhra","₹1,000",11 AM to 11 PM (Mon-Sun),,,,,,,
Kaficko,Banjara Hills,Casual DiningCafé,4.2,525 votes,298 reviews,https://www.zomato.com/hyderabad/kaficko-banjara-hills,5,"European, Continental, Thai, American, Cafe","₹1,300","11 AM to 10 PM (Mon-Fri),9 AM to 11 PM (Sat),9 AM to...",,Pan-Asian delicacies,,,,,
Abhiruchi Hotel,Madhapur,Casual Dining,3.8,527 votes,278 reviews,https://www.zomato.com/hyderabad/abhiruchi-hotel-madhapur,5,"Andhra, Biryani, Chinese, North Indian",₹700,"12 Noon to 3:30 PM, 6 PM to 10:30 PM (Mon-Sun)",,Brilliant biryanis,,,,,
Sociialdistrict,Hitech City,Casual Dining,3.6,340 votes,242 reviews,https://www.zomato.com/hyderabad/sociialdistrict-hitech-city,5,"North Indian, Continental, Mexican, Fast Food","₹1,300",12 Noon to 11 PM (Mon-Sun),,,,,,,
Moti Mahal Delux Tandoori Trail,Gachibowli,Casual Dining,3.5,267 votes,186 reviews,https://www.zomato.com/hyderabad/moti-mahal-delux-tandoori-trail-gachibowli,5,"North Indian, Chinese, Mughlai","₹1,200","12 Noon to 3:30 PM, 7 PM to 10:30 PM (Mon-Sun)",,,,,,,
Shah Ghouse Hotel & Restaurant,Gachibowli,Casual Dining,3.6,496 votes,361 reviews,https://www.zomato.com/hyderabad/shah-ghouse-hotel-restaurant-gachibowli,5,"Biryani, North Indian, Chinese",₹800,5 AM to 2:30 AM (Mon-Sun),,Late night restaurants,,,,,
Taksh,Banjara Hills,Casual Dining,3.7,42 votes,34 reviews,https://www.zomato.com/hyderabad/taksh-banjara-hills,5,"South Indian, North Indian, Chinese",₹900,11 AM to 11 PM (Mon-Sun),,,,,,,
Maa Ooru Biryani,Kukatpally,Casual Dining,3.7,272 votes,188 reviews,https://www.zomato.com/hyderabad/maa-ooru-biryani-kukatpally,5,Biryani,₹350,"7 PM to 10:30 PM (Mon),11:30 AM to 3:30 PM, 7 PM to...",Get 10% off all home-delivery orders above Rs. 500. Valid only when you order online on Zomato.,Pocket friendly,,,,,
Little Italy,Film Nagar,Fine Dining,4.2,827 votes,305 reviews,https://www.zomato.com/hyderabad/little-italy-film-nagar,5,"Italian, Continental","₹2,000","12 Noon to 3 PM, 7 PM to 11 PM (Mon-Sun)",,"Sunday brunches, Great Italian, Veggie friendly",,,,"15% off on Axis Bank Credit & Debit Cards   [T&C]
                                                    
                                                                                                                                                                    
                                                                                                                        
                                                                                                                                                                                                                                                                                     
                                                                            
                                                    Save 15% on ICICI Bank Credit & Debit Cards   [T&C]",
Tempteys,Gachibowli,Beverage Shop,3.9,37 votes,32 reviews,https://www.zomato.com/hyderabad/tempteys-gachibowli,5,"Beverages, Drinks Only",₹350,10:30 AM to 12 Midnight (Mon-Sun),,,,,,,
Dine O China,Gachibowli,Casual Dining,3.8,178 votes,136 reviews,https://www.zomato.com/hyderabad/dine-o-china-gachibowli,5,Chinese,₹850,"10:30 AM to 11 PM (Mon-Thu),10:30 AM to 11:30 PM...",,,,,,,
Chicken Shawarma Hub,Jubilee Hills,Quick Bites,4.1,212 votes,117 reviews,https://www.zomato.com/hyderabad/chicken-shawarma-hub-jubilee-hills,5,"Street Food, Arabian",₹250,2 PM to 11 PM (Mon-Sun),Get 10% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Chung Hua Restaurant,Basheer Bagh,Casual Dining,3.7,364 votes,178 reviews,https://www.zomato.com/hyderabad/chung-hua-restaurant-basheer-bagh,5,Chinese,₹700,11:30 AM to 10:30 PM (Mon-Sun),,,,,,,
Cafe Cilantro,Hitech City,CaféCasual Dining,3.7,59 votes,52 reviews,https://www.zomato.com/hyderabad/cafe-cilantro-hitech-city,5,"Cafe, Chinese, Continental, Italian, North Indian",₹950,7 AM to 12 Midnight (Mon-Sun),,,,,,,
IndiBlaze,Hitech City,Quick Bites,4.5,82 votes,73 reviews,https://www.zomato.com/hyderabad/indiblaze-hitech-city,5,Fast Food,₹600,11 AM to 11 PM (Mon-Sun),Get 10% off all home-delivery orders above Rs. 99. Valid only when you order online on Zomato.,,,,,,
Drunken Poet's Cafe,Kondapur,CaféLounge,3.7,441 votes,249 reviews,https://www.zomato.com/hyderabad/drunken-poets-cafe-kondapur,5,"Cafe, Asian, Continental","₹2,000",9 AM to 12 Midnight (Mon-Sun),,"Football screenings, Karaoke bars, Best bars & pubs",,,,,
Rajdhani Thali Restaurant,Forum Sujana Mall,Casual Dining,3.9,339 votes,223 reviews,https://www.zomato.com/hyderabad/rajdhani-thali-restaurant-kukatpally,5,"Rajasthani, Gujarati",₹900,"12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sun)",,Terrific thalis,,,,,
Hotel Shadab,Ghansi Bazaar,Casual Dining,4.0,1666 votes,813 reviews,https://www.zomato.com/hyderabad/hotel-shadab-ghansi-bazaar,5,"Hyderabadi, Mughlai, Biryani, Chinese",₹850,5 AM to 2 AM (Mon-Sun),,"Late night restaurants, Legendary outlets, Brilliant biryanis",,,,,
ALMAS PALACE,Jubilee Hills,Casual Dining,3.8,180 votes,125 reviews,https://www.zomato.com/hyderabad/almas-palace-jubilee-hills,5,"North Indian, Chinese, Continental","₹1,500",11 AM to 12 Midnight (Mon-Sun),Get 10% off all home-delivery orders above Rs. 1000. Valid only when you order online on Zomato.,,,,,,
Stone Waters - Kitchen & Lounge,Jubilee Hills,Casual DiningLounge,3.7,768 votes,421 reviews,https://www.zomato.com/hyderabad/stone-waters-kitchen-lounge-jubilee-hills,5,"North Indian, Continental, Asian","₹1,800",12 Noon to 12 Midnight (Mon-Sun),,Best bars & pubs,,,,,
Charcoal,Hitech City,,3.8,131 votes,98 reviews,https://www.zomato.com/hyderabad/charcoal-hitech-city,5,Fast Food,₹450,12 Noon to 2 AM (Mon-Sun),,"Late night restaurants, Pocket friendly, Barbecue & grill",,,,,
Basil,"Lumbini Jewel Mall, Banjara Hills",Casual Dining,3.7,448 votes,199 reviews,https://www.zomato.com/hyderabad/basil-banjara-hills,5,"Chinese, North Indian, Continental","₹1,100","12 Noon to 3:30 PM, 7 PM to 11 PM (Mon-Sat),11 AM to...",,Veggie friendly,,,,,
Punjabi Affair,Madhapur,Casual Dining,4.0,833 votes,434 reviews,https://www.zomato.com/hyderabad/punjabi-affair-madhapur,5,"Biryani, Juices, Beverages, North Indian, Chinese",₹650,"12 Noon to 3:30 PM, 7 PM to 10:30 PM (Mon-Thu),12...",,,,,,,
HyLife Brewing Company,Jubilee Hills,LoungeMicrobrewery,3.3,207 votes,162 reviews,https://www.zomato.com/hyderabad/hylife-brewing-company-jubilee-hills,5,"Continental, Mexican, American, North Indian, South Indian","₹2,000",11 AM to 12 Midnight (Mon-Sun),,,,,,,
Dadu's Purani Dilli,Himayath Nagar,Casual Dining,3.4,241 votes,116 reviews,https://www.zomato.com/hyderabad/dadus-purani-dilli-himayath-nagar,6,"Fast Food, Chinese",₹500,9:30 AM to 11 PM (Mon-Sun),Get 10% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
Banana Leaf Multicuisine Restaurant,Gachibowli,Casual Dining,3.5,453 votes,275 reviews,https://www.zomato.com/hyderabad/banana-leaf-multicuisine-restaurant-gachibowli,6,"Biryani, South Indian, North Indian, Chinese, Andhra",₹750,"12:30 PM to 3:30 PM, 7 PM to 10:45 PM (Mon-Sun)",,,,,,,
Oh! Calcutta,Begumpet,Casual Dining,4.4,472 votes,252 reviews,https://www.zomato.com/hyderabad/oh-calcutta-begumpet,6,Bengali,"₹1,200","12 Noon to 3:30 PM, 7:30 PM to 11 PM (Mon-Sun)",,Regional favorites,,,,,
Truffles Bar & Cafe,Jubilee Hills,Casual DiningBar,3.7,677 votes,328 reviews,https://www.zomato.com/hyderabad/truffles-bar-cafe-jubilee-hills,6,"Continental, Italian, North Indian","₹1,200",11 AM to 11:30 PM (Mon-Sun),,,,,,,
Jashn Vegetarian Restaurant,Madhapur,Casual Dining,3.6,814 votes,412 reviews,https://www.zomato.com/hyderabad/jashn-vegetarian-restaurant-madhapur,6,"North Indian, Chinese",₹700,"12 Noon to 3 PM, 7:30 PM to 11 PM (Mon-Sun)",,Veggie friendly,,,,,
Dine O China,Gachibowli,Casual Dining,3.8,178 votes,136 reviews,https://www.zomato.com/hyderabad/dine-o-china-gachibowli,6,Chinese,₹850,"10:30 AM to 11 PM (Mon-Thu),10:30 AM to 11:30 PM...",,,,,,,
Cafe Sandwicho,Gandipet,CaféCasual Dining,3.9,297 votes,175 reviews,https://www.zomato.com/hyderabad/cafe-sandwicho-gandipet,6,"North Indian, Chinese, Continental, Cafe","₹1,100",12 Noon to 11:30 PM (Mon-Sun),,On the outskirts,,,,,
Shah Ghouse Cafe & Restaurant,Tolichowki,Casual Dining,4.1,1664 votes,784 reviews,https://www.zomato.com/hyderabad/shah-ghouse-cafe-restaurant-tolichowki,6,"Biryani, North Indian, Chinese",₹600,5 AM to 1 AM (Mon-Sun),,"Legendary outlets, Brilliant biryanis",,,,,
Reshmi's Classic Restaurant,Paradise Circle,Casual Dining,3.8,405 votes,224 reviews,https://www.zomato.com/hyderabad/reshmis-classic-restaurant-paradise-circle-secunderabad,6,"North Indian, Chinese",₹700,11:30 AM to 11 PM (Mon-Sun),,,,,,,
Village - The Soul Of India,"Inorbit Mall, Hitech City",Casual Dining,3.4,1039 votes,532 reviews,https://www.zomato.com/hyderabad/village-the-soul-of-india-hitech-city,6,"North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Kashmiri, Bengali",₹900,"12:30 PM to 3:30 PM, 7:30 PM to 11 PM (Mon-Sun)",,,,,,,
Minerva Coffee Shop,Jubilee Hills,Casual Dining,3.8,287 votes,153 reviews,https://www.zomato.com/hyderabad/minerva-coffee-shop-jubilee-hills,6,"South Indian, North Indian, Chinese",₹900,7 AM to 11 PM (Mon-Sun),Get 15% off all home-delivery. Valid only when you order online on Zomato.,,,,,,
